sample_id,object_path,attribute,value
K0027,K0027/Scope_2025_06_25_13_51_11/aZ,sampling_rate,20000.0
K0027,K0027/Scope_2025_06_25_13_51_11/aZ,segment_start,2.77
K0027,K0027/Scope_2025_06_25_13_51_11/aZ,segment_stop,3.7
K0027,K0027/Scope_2025_06_25_13_51_11/aZ,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_51_11/eX,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_51_11/eX,segment_start,2.77
K0027,K0027/Scope_2025_06_25_13_51_11/eX,segment_stop,3.7
K0027,K0027/Scope_2025_06_25_13_51_11/eX,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_51_11/eZ,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_51_11/eZ,segment_start,2.77
K0027,K0027/Scope_2025_06_25_13_51_11/eZ,segment_stop,3.7
K0027,K0027/Scope_2025_06_25_13_51_11/eZ,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_51_11/n4,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_51_11/n4,segment_start,2.77
K0027,K0027/Scope_2025_06_25_13_51_11/n4,segment_stop,3.7
K0027,K0027/Scope_2025_06_25_13_51_11/n4,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_53_31,Measurement_ID,2640
K0027,K0027/Scope_2025_06_25_13_53_31,Ra,1.807
K0027,K0027/Scope_2025_06_25_13_53_31,Rz,7.49
K0027,K0027/Scope_2025_06_25_13_53_31,T_error,0.0105
K0027,K0027/Scope_2025_06_25_13_53_31,T_length,155.075
K0027,K0027/Scope_2025_06_25_13_53_31,ap,0.5
K0027,K0027/Scope_2025_06_25_13_53_31,d0,36.979
K0027,K0027/Scope_2025_06_25_13_53_31,d0_nominal,37.0
K0027,K0027/Scope_2025_06_25_13_53_31,d1,35.982
K0027,K0027/Scope_2025_06_25_13_53_31,d1_nominal,36.0
K0027,K0027/Scope_2025_06_25_13_53_31,d_error,3.0
K0027,K0027/Scope_2025_06_25_13_53_31,f,0.2
K0027,K0027/Scope_2025_06_25_13_53_31,num_segments,1
K0027,K0027/Scope_2025_06_25_13_53_31,re,0.8
K0027,K0027/Scope_2025_06_25_13_53_31,vc,250.0
K0027,K0027/Scope_2025_06_25_13_53_31/FX,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_53_31/FX,segment_start,2.591
K0027,K0027/Scope_2025_06_25_13_53_31/FX,segment_stop,3.269
K0027,K0027/Scope_2025_06_25_13_53_31/FX,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_53_31/FY,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_53_31/FY,segment_start,2.591
K0027,K0027/Scope_2025_06_25_13_53_31/FY,segment_stop,3.269
K0027,K0027/Scope_2025_06_25_13_53_31/FY,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_53_31/FZ,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_53_31/FZ,segment_start,2.591
K0027,K0027/Scope_2025_06_25_13_53_31/FZ,segment_stop,3.269
K0027,K0027/Scope_2025_06_25_13_53_31/FZ,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_53_31/I4,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_53_31/I4,segment_start,2.591
K0027,K0027/Scope_2025_06_25_13_53_31/I4,segment_stop,3.269
K0027,K0027/Scope_2025_06_25_13_53_31/I4,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_53_31/IX,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_53_31/IX,segment_start,2.591
K0027,K0027/Scope_2025_06_25_13_53_31/IX,segment_stop,3.269
K0027,K0027/Scope_2025_06_25_13_53_31/IX,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_53_31/IZ,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_53_31/IZ,segment_start,2.591
K0027,K0027/Scope_2025_06_25_13_53_31/IZ,segment_stop,3.269
K0027,K0027/Scope_2025_06_25_13_53_31/IZ,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_53_31/M4,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_53_31/M4,segment_start,2.591
K0027,K0027/Scope_2025_06_25_13_53_31/M4,segment_stop,3.269
K0027,K0027/Scope_2025_06_25_13_53_31/M4,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_53_31/MX,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_53_31/MX,segment_start,2.591
K0027,K0027/Scope_2025_06_25_13_53_31/MX,segment_stop,3.269
K0027,K0027/Scope_2025_06_25_13_53_31/MX,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_53_31/PosX,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_53_31/PosX,segment_start,2.591
K0027,K0027/Scope_2025_06_25_13_53_31/PosX,segment_stop,3.269
K0027,K0027/Scope_2025_06_25_13_53_31/PosX,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_53_31/PosZ,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_53_31/PosZ,segment_start,2.591
K0027,K0027/Scope_2025_06_25_13_53_31/PosZ,segment_stop,3.269
K0027,K0027/Scope_2025_06_25_13_53_31/PosZ,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_53_31/VelX,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_53_31/VelX,segment_start,2.591
K0027,K0027/Scope_2025_06_25_13_53_31/VelX,segment_stop,3.269
K0027,K0027/Scope_2025_06_25_13_53_31/VelX,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_53_31/VelZ,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_53_31/VelZ,segment_start,2.591
K0027,K0027/Scope_2025_06_25_13_53_31/VelZ,segment_stop,3.269
K0027,K0027/Scope_2025_06_25_13_53_31/VelZ,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_53_31/aX,sampling_rate,20000.0
K0027,K0027/Scope_2025_06_25_13_53_31/aX,segment_start,2.591
K0027,K0027/Scope_2025_06_25_13_53_31/aX,segment_stop,3.269
K0027,K0027/Scope_2025_06_25_13_53_31/aX,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_53_31/aY,sampling_rate,20000.0
K0027,K0027/Scope_2025_06_25_13_53_31/aY,segment_start,2.591
K0027,K0027/Scope_2025_06_25_13_53_31/aY,segment_stop,3.269
K0027,K0027/Scope_2025_06_25_13_53_31/aY,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_53_31/aZ,sampling_rate,20000.0
K0027,K0027/Scope_2025_06_25_13_53_31/aZ,segment_start,2.591
K0027,K0027/Scope_2025_06_25_13_53_31/aZ,segment_stop,3.269
K0027,K0027/Scope_2025_06_25_13_53_31/aZ,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_53_31/eX,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_53_31/eX,segment_start,2.591
K0027,K0027/Scope_2025_06_25_13_53_31/eX,segment_stop,3.269
K0027,K0027/Scope_2025_06_25_13_53_31/eX,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_53_31/eZ,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_53_31/eZ,segment_start,2.591
K0027,K0027/Scope_2025_06_25_13_53_31/eZ,segment_stop,3.269
K0027,K0027/Scope_2025_06_25_13_53_31/eZ,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_53_31/n4,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_53_31/n4,segment_start,2.591
K0027,K0027/Scope_2025_06_25_13_53_31/n4,segment_stop,3.269
K0027,K0027/Scope_2025_06_25_13_53_31/n4,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_55_49,Measurement_ID,2641
K0027,K0027/Scope_2025_06_25_13_55_49,Ra,2.717
K0027,K0027/Scope_2025_06_25_13_55_49,Rz,10.782
K0027,K0027/Scope_2025_06_25_13_55_49,T_error,0.0105
K0027,K0027/Scope_2025_06_25_13_55_49,T_length,155.075
K0027,K0027/Scope_2025_06_25_13_55_49,ap,0.5
K0027,K0027/Scope_2025_06_25_13_55_49,d0,35.982
K0027,K0027/Scope_2025_06_25_13_55_49,d0_nominal,36.0
K0027,K0027/Scope_2025_06_25_13_55_49,d1,34.986
K0027,K0027/Scope_2025_06_25_13_55_49,d1_nominal,35.0
K0027,K0027/Scope_2025_06_25_13_55_49,d_error,7.0
K0027,K0027/Scope_2025_06_25_13_55_49,f,0.25
K0027,K0027/Scope_2025_06_25_13_55_49,num_segments,1
K0027,K0027/Scope_2025_06_25_13_55_49,re,0.8
K0027,K0027/Scope_2025_06_25_13_55_49,vc,250.0
K0027,K0027/Scope_2025_06_25_13_55_49/FX,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_55_49/FX,segment_start,2.453
K0027,K0027/Scope_2025_06_25_13_55_49/FX,segment_stop,2.97
K0027,K0027/Scope_2025_06_25_13_55_49/FX,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_55_49/FY,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_55_49/FY,segment_start,2.453
K0027,K0027/Scope_2025_06_25_13_55_49/FY,segment_stop,2.97
K0027,K0027/Scope_2025_06_25_13_55_49/FY,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_55_49/FZ,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_55_49/FZ,segment_start,2.453
K0027,K0027/Scope_2025_06_25_13_55_49/FZ,segment_stop,2.97
K0027,K0027/Scope_2025_06_25_13_55_49/FZ,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_55_49/I4,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_55_49/I4,segment_start,2.453
K0027,K0027/Scope_2025_06_25_13_55_49/I4,segment_stop,2.97
K0027,K0027/Scope_2025_06_25_13_55_49/I4,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_55_49/IX,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_55_49/IX,segment_start,2.453
K0027,K0027/Scope_2025_06_25_13_55_49/IX,segment_stop,2.97
K0027,K0027/Scope_2025_06_25_13_55_49/IX,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_55_49/IZ,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_55_49/IZ,segment_start,2.453
K0027,K0027/Scope_2025_06_25_13_55_49/IZ,segment_stop,2.97
K0027,K0027/Scope_2025_06_25_13_55_49/IZ,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_55_49/M4,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_55_49/M4,segment_start,2.453
K0027,K0027/Scope_2025_06_25_13_55_49/M4,segment_stop,2.97
K0027,K0027/Scope_2025_06_25_13_55_49/M4,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_55_49/MX,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_55_49/MX,segment_start,2.453
K0027,K0027/Scope_2025_06_25_13_55_49/MX,segment_stop,2.97
K0027,K0027/Scope_2025_06_25_13_55_49/MX,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_55_49/PosX,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_55_49/PosX,segment_start,2.453
K0027,K0027/Scope_2025_06_25_13_55_49/PosX,segment_stop,2.97
K0027,K0027/Scope_2025_06_25_13_55_49/PosX,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_55_49/PosZ,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_55_49/PosZ,segment_start,2.453
K0027,K0027/Scope_2025_06_25_13_55_49/PosZ,segment_stop,2.97
K0027,K0027/Scope_2025_06_25_13_55_49/PosZ,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_55_49/VelX,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_55_49/VelX,segment_start,2.453
K0027,K0027/Scope_2025_06_25_13_55_49/VelX,segment_stop,2.97
K0027,K0027/Scope_2025_06_25_13_55_49/VelX,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_55_49/VelZ,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_55_49/VelZ,segment_start,2.453
K0027,K0027/Scope_2025_06_25_13_55_49/VelZ,segment_stop,2.97
K0027,K0027/Scope_2025_06_25_13_55_49/VelZ,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_55_49/aX,sampling_rate,20000.0
K0027,K0027/Scope_2025_06_25_13_55_49/aX,segment_start,2.453
K0027,K0027/Scope_2025_06_25_13_55_49/aX,segment_stop,2.97
K0027,K0027/Scope_2025_06_25_13_55_49/aX,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_55_49/aY,sampling_rate,20000.0
K0027,K0027/Scope_2025_06_25_13_55_49/aY,segment_start,2.453
K0027,K0027/Scope_2025_06_25_13_55_49/aY,segment_stop,2.97
K0027,K0027/Scope_2025_06_25_13_55_49/aY,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_55_49/aZ,sampling_rate,20000.0
K0027,K0027/Scope_2025_06_25_13_55_49/aZ,segment_start,2.453
K0027,K0027/Scope_2025_06_25_13_55_49/aZ,segment_stop,2.97
K0027,K0027/Scope_2025_06_25_13_55_49/aZ,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_55_49/eX,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_55_49/eX,segment_start,2.453
K0027,K0027/Scope_2025_06_25_13_55_49/eX,segment_stop,2.97
K0027,K0027/Scope_2025_06_25_13_55_49/eX,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_55_49/eZ,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_55_49/eZ,segment_start,2.453
K0027,K0027/Scope_2025_06_25_13_55_49/eZ,segment_stop,2.97
K0027,K0027/Scope_2025_06_25_13_55_49/eZ,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_55_49/n4,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_55_49/n4,segment_start,2.453
K0027,K0027/Scope_2025_06_25_13_55_49/n4,segment_stop,2.97
K0027,K0027/Scope_2025_06_25_13_55_49/n4,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_58_10,Measurement_ID,2642
K0027,K0027/Scope_2025_06_25_13_58_10,Ra,3.837
K0027,K0027/Scope_2025_06_25_13_58_10,Rz,14.962
K0027,K0027/Scope_2025_06_25_13_58_10,T_error,0.0105
K0027,K0027/Scope_2025_06_25_13_58_10,T_length,155.075
K0027,K0027/Scope_2025_06_25_13_58_10,ap,0.5
K0027,K0027/Scope_2025_06_25_13_58_10,d0,34.986
K0027,K0027/Scope_2025_06_25_13_58_10,d0_nominal,35.0
K0027,K0027/Scope_2025_06_25_13_58_10,d1,33.991
K0027,K0027/Scope_2025_06_25_13_58_10,d1_nominal,34.0
K0027,K0027/Scope_2025_06_25_13_58_10,d_error,12.0
K0027,K0027/Scope_2025_06_25_13_58_10,f,0.3
K0027,K0027/Scope_2025_06_25_13_58_10,num_segments,1
K0027,K0027/Scope_2025_06_25_13_58_10,re,0.8
K0027,K0027/Scope_2025_06_25_13_58_10,vc,250.0
K0027,K0027/Scope_2025_06_25_13_58_10/FX,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_58_10/FX,segment_start,2.358
K0027,K0027/Scope_2025_06_25_13_58_10/FX,segment_stop,2.787
K0027,K0027/Scope_2025_06_25_13_58_10/FX,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_58_10/FY,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_58_10/FY,segment_start,2.358
K0027,K0027/Scope_2025_06_25_13_58_10/FY,segment_stop,2.787
K0027,K0027/Scope_2025_06_25_13_58_10/FY,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_58_10/FZ,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_58_10/FZ,segment_start,2.358
K0027,K0027/Scope_2025_06_25_13_58_10/FZ,segment_stop,2.787
K0027,K0027/Scope_2025_06_25_13_58_10/FZ,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_58_10/I4,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_58_10/I4,segment_start,2.358
K0027,K0027/Scope_2025_06_25_13_58_10/I4,segment_stop,2.787
K0027,K0027/Scope_2025_06_25_13_58_10/I4,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_58_10/IX,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_58_10/IX,segment_start,2.358
K0027,K0027/Scope_2025_06_25_13_58_10/IX,segment_stop,2.787
K0027,K0027/Scope_2025_06_25_13_58_10/IX,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_58_10/IZ,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_58_10/IZ,segment_start,2.358
K0027,K0027/Scope_2025_06_25_13_58_10/IZ,segment_stop,2.787
K0027,K0027/Scope_2025_06_25_13_58_10/IZ,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_58_10/M4,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_58_10/M4,segment_start,2.358
K0027,K0027/Scope_2025_06_25_13_58_10/M4,segment_stop,2.787
K0027,K0027/Scope_2025_06_25_13_58_10/M4,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_58_10/MX,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_58_10/MX,segment_start,2.358
K0027,K0027/Scope_2025_06_25_13_58_10/MX,segment_stop,2.787
K0027,K0027/Scope_2025_06_25_13_58_10/MX,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_58_10/PosX,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_58_10/PosX,segment_start,2.358
K0027,K0027/Scope_2025_06_25_13_58_10/PosX,segment_stop,2.787
K0027,K0027/Scope_2025_06_25_13_58_10/PosX,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_58_10/PosZ,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_58_10/PosZ,segment_start,2.358
K0027,K0027/Scope_2025_06_25_13_58_10/PosZ,segment_stop,2.787
K0027,K0027/Scope_2025_06_25_13_58_10/PosZ,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_58_10/VelX,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_58_10/VelX,segment_start,2.358
K0027,K0027/Scope_2025_06_25_13_58_10/VelX,segment_stop,2.787
K0027,K0027/Scope_2025_06_25_13_58_10/VelX,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_58_10/VelZ,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_58_10/VelZ,segment_start,2.358
K0027,K0027/Scope_2025_06_25_13_58_10/VelZ,segment_stop,2.787
K0027,K0027/Scope_2025_06_25_13_58_10/VelZ,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_58_10/aX,sampling_rate,20000.0
K0027,K0027/Scope_2025_06_25_13_58_10/aX,segment_start,2.358
K0027,K0027/Scope_2025_06_25_13_58_10/aX,segment_stop,2.787
K0027,K0027/Scope_2025_06_25_13_58_10/aX,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_58_10/aY,sampling_rate,20000.0
K0027,K0027/Scope_2025_06_25_13_58_10/aY,segment_start,2.358
K0027,K0027/Scope_2025_06_25_13_58_10/aY,segment_stop,2.787
K0027,K0027/Scope_2025_06_25_13_58_10/aY,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_58_10/aZ,sampling_rate,20000.0
K0027,K0027/Scope_2025_06_25_13_58_10/aZ,segment_start,2.358
K0027,K0027/Scope_2025_06_25_13_58_10/aZ,segment_stop,2.787
K0027,K0027/Scope_2025_06_25_13_58_10/aZ,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_58_10/eX,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_58_10/eX,segment_start,2.358
K0027,K0027/Scope_2025_06_25_13_58_10/eX,segment_stop,2.787
K0027,K0027/Scope_2025_06_25_13_58_10/eX,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_58_10/eZ,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_58_10/eZ,segment_start,2.358
K0027,K0027/Scope_2025_06_25_13_58_10/eZ,segment_stop,2.787
K0027,K0027/Scope_2025_06_25_13_58_10/eZ,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_13_58_10/n4,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_13_58_10/n4,segment_start,2.358
K0027,K0027/Scope_2025_06_25_13_58_10/n4,segment_stop,2.787
K0027,K0027/Scope_2025_06_25_13_58_10/n4,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_14_00_54,Measurement_ID,2643
K0027,K0027/Scope_2025_06_25_14_00_54,Ra,0.487
K0027,K0027/Scope_2025_06_25_14_00_54,Rz,3.2
K0027,K0027/Scope_2025_06_25_14_00_54,T_error,0.0105
K0027,K0027/Scope_2025_06_25_14_00_54,T_length,155.075
K0027,K0027/Scope_2025_06_25_14_00_54,ap,0.5
K0027,K0027/Scope_2025_06_25_14_00_54,d0,33.991
K0027,K0027/Scope_2025_06_25_14_00_54,d0_nominal,34.0
K0027,K0027/Scope_2025_06_25_14_00_54,d1,32.979
K0027,K0027/Scope_2025_06_25_14_00_54,d1_nominal,33.0
K0027,K0027/Scope_2025_06_25_14_00_54,d_error,0.0
K0027,K0027/Scope_2025_06_25_14_00_54,f,0.1
K0027,K0027/Scope_2025_06_25_14_00_54,num_segments,1
K0027,K0027/Scope_2025_06_25_14_00_54,re,0.8
K0027,K0027/Scope_2025_06_25_14_00_54,vc,300.0
K0027,K0027/Scope_2025_06_25_14_00_54/FX,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_14_00_54/FX,segment_start,3.153
K0027,K0027/Scope_2025_06_25_14_00_54/FX,segment_stop,4.182
K0027,K0027/Scope_2025_06_25_14_00_54/FX,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_14_00_54/FY,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_14_00_54/FY,segment_start,3.153
K0027,K0027/Scope_2025_06_25_14_00_54/FY,segment_stop,4.182
K0027,K0027/Scope_2025_06_25_14_00_54/FY,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_14_00_54/FZ,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_14_00_54/FZ,segment_start,3.153
K0027,K0027/Scope_2025_06_25_14_00_54/FZ,segment_stop,4.182
K0027,K0027/Scope_2025_06_25_14_00_54/FZ,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_14_00_54/I4,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_14_00_54/I4,segment_start,3.153
K0027,K0027/Scope_2025_06_25_14_00_54/I4,segment_stop,4.182
K0027,K0027/Scope_2025_06_25_14_00_54/I4,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_14_00_54/IX,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_14_00_54/IX,segment_start,3.153
K0027,K0027/Scope_2025_06_25_14_00_54/IX,segment_stop,4.182
K0027,K0027/Scope_2025_06_25_14_00_54/IX,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_14_00_54/IZ,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_14_00_54/IZ,segment_start,3.153
K0027,K0027/Scope_2025_06_25_14_00_54/IZ,segment_stop,4.182
K0027,K0027/Scope_2025_06_25_14_00_54/IZ,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_14_00_54/M4,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_14_00_54/M4,segment_start,3.153
K0027,K0027/Scope_2025_06_25_14_00_54/M4,segment_stop,4.182
K0027,K0027/Scope_2025_06_25_14_00_54/M4,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_14_00_54/MX,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_14_00_54/MX,segment_start,3.153
K0027,K0027/Scope_2025_06_25_14_00_54/MX,segment_stop,4.182
K0027,K0027/Scope_2025_06_25_14_00_54/MX,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_14_00_54/PosX,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_14_00_54/PosX,segment_start,3.153
K0027,K0027/Scope_2025_06_25_14_00_54/PosX,segment_stop,4.182
K0027,K0027/Scope_2025_06_25_14_00_54/PosX,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_14_00_54/PosZ,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_14_00_54/PosZ,segment_start,3.153
K0027,K0027/Scope_2025_06_25_14_00_54/PosZ,segment_stop,4.182
K0027,K0027/Scope_2025_06_25_14_00_54/PosZ,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_14_00_54/VelX,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_14_00_54/VelX,segment_start,3.153
K0027,K0027/Scope_2025_06_25_14_00_54/VelX,segment_stop,4.182
K0027,K0027/Scope_2025_06_25_14_00_54/VelX,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_14_00_54/VelZ,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_14_00_54/VelZ,segment_start,3.153
K0027,K0027/Scope_2025_06_25_14_00_54/VelZ,segment_stop,4.182
K0027,K0027/Scope_2025_06_25_14_00_54/VelZ,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_14_00_54/aX,sampling_rate,20000.0
K0027,K0027/Scope_2025_06_25_14_00_54/aX,segment_start,3.153
K0027,K0027/Scope_2025_06_25_14_00_54/aX,segment_stop,4.182
K0027,K0027/Scope_2025_06_25_14_00_54/aX,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_14_00_54/aY,sampling_rate,20000.0
K0027,K0027/Scope_2025_06_25_14_00_54/aY,segment_start,3.153
K0027,K0027/Scope_2025_06_25_14_00_54/aY,segment_stop,4.182
K0027,K0027/Scope_2025_06_25_14_00_54/aY,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_14_00_54/aZ,sampling_rate,20000.0
K0027,K0027/Scope_2025_06_25_14_00_54/aZ,segment_start,3.153
K0027,K0027/Scope_2025_06_25_14_00_54/aZ,segment_stop,4.182
K0027,K0027/Scope_2025_06_25_14_00_54/aZ,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_14_00_54/eX,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_14_00_54/eX,segment_start,3.153
K0027,K0027/Scope_2025_06_25_14_00_54/eX,segment_stop,4.182
K0027,K0027/Scope_2025_06_25_14_00_54/eX,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_14_00_54/eZ,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_14_00_54/eZ,segment_start,3.153
K0027,K0027/Scope_2025_06_25_14_00_54/eZ,segment_stop,4.182
K0027,K0027/Scope_2025_06_25_14_00_54/eZ,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_14_00_54/n4,sampling_rate,1000.0
K0027,K0027/Scope_2025_06_25_14_00_54/n4,segment_start,3.153
K0027,K0027/Scope_2025_06_25_14_00_54/n4,segment_stop,4.182
K0027,K0027/Scope_2025_06_25_14_00_54/n4,signal_source,numerical_control
K0027,K0027/Scope_2025_06_25_14_03_15,Measurement_ID,2644
K0027,K0027/Scope_2025_06_25_14_03_15,Ra,1.031
K0027,K0027/Scope_2025_06_25_14_03_15,Rz,4.936
